tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,budget,openingweekend,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western
tt1001540,movie,Perestroika,Perestroika,0,2009,\N,116,2000000.0,3532.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1001562,movie,Witless Protection,Witless Protection,0,2008,\N,97,7500000.0,2116692.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1002563,movie,The Young Messiah,The Young Messiah,0,2016,\N,111,18500000.0,3294876.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1003023,movie,Máncora,Máncora,0,2008,\N,100,1800000.0,7675.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1007028,movie,Zack and Miri Make a Porno,Zack and Miri Make a Porno,0,2008,\N,101,24000000.0,10065630.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt1007029,movie,The Iron Lady,The Iron Lady,0,2011,\N,105,13000000.0,220409.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1012804,movie,Redbelt,Redbelt,0,2008,\N,99,7000000.0,63361.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
tt1013753,movie,Milk,Milk,0,2008,\N,128,20000000.0,1481155.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
tt1014759,movie,Alice in Wonderland,Alice in Wonderland,0,2010,\N,108,200000000.0,116101023.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
tt1014775,movie,Beverly Hills Chihuahua,Beverly Hills Chihuahua,0,2008,\N,91,20000000.0,29300465.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1017442,movie,House of Usher,House of Usher,0,2008,\N,84,1000000.0,891.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
tt1017451,movie,The Runaways,The Runaways,0,2010,\N,106,10000000.0,805115.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
tt1018765,movie,Our Brand Is Crisis,Our Brand Is Crisis,0,2015,\N,107,28000000.0,3238433.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1018830,movie,Yonkers Joe,Yonkers Joe,0,2008,\N,101,5000000.0,4000000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1019452,movie,A Serious Man,A Serious Man,0,2009,\N,106,7000000.0,251337.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1020936,movie,August Evening,August Evening,0,2007,\N,128,35000.0,3242.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1023111,movie,Never Back Down,Never Back Down,0,2008,\N,110,20000000.0,8603195.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
tt1023481,movie,Step Up 2: The Streets,Step Up 2: The Streets,0,2008,\N,98,17500000.0,22125429.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
tt1031969,movie,The Rocker,The Rocker,0,2008,\N,102,15000000.0,2636048.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tt1060277,movie,Cloverfield,Cloverfield,0,2008,\N,85,25000000.0,46146546.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
tt1126618,movie,Morning Glory,Morning Glory,0,2010,\N,107,40000000.0,9203266.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
tt1129423,movie,Fireproof,Fireproof,0,2008,\N,122,500000.0,6804764.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
tt1129445,movie,Amelia,Amelia,0,2009,\N,111,40000000.0,3904047.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1135503,movie,Julie & Julia,Julie & Julia,0,2009,\N,118,40000000.0,20027956.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
tt1185242,movie,Finding Bliss,Finding Bliss,0,2009,\N,96,1500000.0,2115.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt1185416,movie,When in Rome,When in Rome,0,2010,\N,91,55000000.0,12350041.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt1185442,movie,Kurbaan,Kurbaan,0,2009,\N,161,11000000.0,403678.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1187044,movie,The Maid,La Nana,0,2009,\N,95,430000.0,17036.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1189340,movie,The Lincoln Lawyer,The Lincoln Lawyer,0,2011,\N,118,40000000.0,13206453.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
tt1190536,movie,Black Dynamite,Black Dynamite,0,2009,\N,84,2900000.0,131862.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1190537,movie,Bloodline,Bloodline,0,2008,\N,113,1500000.0,6658.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt1190617,movie,An American Carol,An American Carol,0,2008,\N,83,12000000.0,3656000.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tt1193516,movie,Recep Ivedik,Recep Ivedik,0,2008,\N,90,500000.0,5330000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1193631,movie,Step Up 3D,Step Up 3D,0,2010,\N,107,30000000.0,15812311.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
tt1194173,movie,The Bourne Legacy,The Bourne Legacy,0,2012,\N,135,125000000.0,38142825.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt1194263,movie,Get Low,Get Low,0,2009,\N,103,7500000.0,88182.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
tt1194417,movie,Casino Jack,Casino Jack,0,2010,\N,108,15000000.0,34528.0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1197624,movie,Law Abiding Citizen,Law Abiding Citizen,0,2009,\N,109,50000000.0,21039502.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
tt1197628,movie,Observe and Report,Observe and Report,0,2009,\N,86,18000000.0,11017334.0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1217209,movie,Brave,Brave,0,2012,\N,93,185000000.0,66323594.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1220634,movie,Resident Evil: Afterlife,Resident Evil: Afterlife,0,2010,\N,96,60000000.0,26650264.0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
tt1232790,movie,Of Time and the City,Of Time and the City,0,2008,\N,74,500000.0,5595.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1273678,movie,The Spy Next Door,The Spy Next Door,0,2010,\N,94,28000000.0,12877043.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt1390411,movie,In the Heart of the Sea,In the Heart of the Sea,0,2015,\N,122,100000000.0,11053366.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1392190,movie,Mad Max: Fury Road,Mad Max: Fury Road,0,2015,\N,120,150000000.0,45428128.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt1445208,movie,The Letters,The Letters,0,2014,\N,114,20000000.0,700683.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1473832,movie,Bridget Joness Baby,Bridget Joness Baby,0,2016,\N,118,35000000.0,8571785.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt1477076,movie,Saw 3D: The Final Chapter,Saw 3D,0,2010,\N,90,20000000.0,24230123.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
tt1477715,movie,This Is It,This Is It,0,2009,\N,111,60000000.0,23234394.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
tt1478338,movie,Bridesmaids,Bridesmaids,0,2011,\N,125,32500000.0,26247410.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt1478964,movie,Attack the Block,Attack the Block,0,2011,\N,88,13000000.0,137580.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt1480656,movie,Cosmopolis,Cosmopolis,0,2012,\N,109,20500000.0,70339.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1482459,movie,The Lorax,The Lorax,0,2012,\N,86,70000000.0,70217070.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1483010,movie,Logan,Logan,0,2010,\N,94,135000.0,7137.0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
tt1483013,movie,Oblivion,Oblivion,0,2013,\N,124,120000000.0,37054485.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
tt1483324,movie,At Middleton,At Middleton,0,2013,\N,99,2500000.0,3458.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt1484522,movie,8: The Mormon Proposition,8: The Mormon Proposition,0,2010,\N,80,2500000.0,14093.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1486185,movie,Red Riding Hood,Red Riding Hood,0,2011,\N,100,42000000.0,14005335.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
tt1486193,movie,5 Days of War,5 Days of War,0,2011,\N,113,20000000.0,6254.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
tt1487931,movie,Khumba,Khumba,0,2013,\N,85,20000000.0,1029.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt1488555,movie,The Change-Up,The Change-Up,0,2011,\N,112,52000000.0,13531115.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
tt1489889,movie,Central Intelligence,Central Intelligence,0,2016,\N,107,50000000.0,35535250.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1490785,movie,I Saw the Light,I Saw the Light,0,2015,\N,123,13000000.0,45471.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
tt1496025,movie,Underworld Awakening,Underworld Awakening,0,2012,\N,88,70000000.0,25306725.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
tt1496422,movie,The Paperboy,The Paperboy,0,2012,\N,107,12500000.0,102706.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
tt1498569,movie,Restless,Restless,0,2011,\N,91,15000000.0,15467.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
tt1499302,movie,"Filth to Ashes, Flesh to Dust","Filth to Ashes, Flesh to Dust",0,2011,\N,90,100000.0,86086.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
tt1499658,movie,Horrible Bosses,Horrible Bosses,0,2011,\N,98,35000000.0,28302165.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1502404,movie,Drive Angry,Drive Angry,0,2011,\N,104,50000000.0,5187625.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
tt1502714,movie,Monogamy,Monogamy,0,2010,\N,96,5000000.0,4476.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
tt1506999,movie,Haywire,Haywire,0,2011,\N,93,23000000.0,8425370.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tt1508290,movie,Caterpillar,Kyatapirâ,0,2010,\N,85,120000.0,2109.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
tt1509767,movie,The Three Musketeers,The Three Musketeers,0,2011,\N,110,75000000.0,8674452.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt1510907,movie,Behind the Burly Q,Behind the Burly Q,0,2010,\N,97,250000.0,3958.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1510940,movie,The Gray Area,The Gray Area,0,2010,\N,95,45000.0,3099.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1512235,movie,Super,Super,0,2010,\N,96,2500000.0,46549.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1516541,movie,Homeless for the Holidays,Homeless for the Holidays,0,2009,\N,105,20000.0,15350.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1591479,movie,Act of Valor,Act of Valor,0,2012,\N,110,12000000.0,10121.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1592525,movie,Lockout,Lockout,0,2012,\N,95,20000000.0,6231836.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tt1621039,movie,Free Birds,Free Birds,0,2013,\N,91,55000000.0,15805237.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1621045,movie,Think Like a Man,Think Like a Man,0,2012,\N,122,12000000.0,33000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt1636826,movie,Project X,Project X,0,2012,\N,88,12000000.0,21051363.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1637688,movie,In Time,In Time,0,2011,\N,109,40000000.0,12050368.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
tt1702439,movie,Safe Haven,Safe Haven,0,2013,\N,115,28000000.0,21401594.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
tt1704573,movie,Bernie,Bernie,0,2011,\N,99,5000000.0,85805.0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1707386,movie,Les Misérables,Les Misérables,0,2012,\N,158,61000000.0,28027000.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0
tt1707392,movie,Lovely Molly,Lovely Molly,0,2011,\N,99,1000000.0,34702.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
tt1710469,movie,Seasons of Gray,Seasons of Gray,0,2013,\N,90,500000.0,11714.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1714206,movie,The Spectacular Now,The Spectacular Now,0,2013,\N,95,2500000.0,197415.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
tt1714915,movie,Only Lovers Left Alive,Only Lovers Left Alive,0,2013,\N,123,7000000.0,87989.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
tt1716760,movie,Raymond Did It,Raymond Did It,0,2011,\N,83,40000.0,3192.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
tt1787988,movie,Talaash,Talaash,0,2012,\N,140,7395080.0,1638706.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
tt1791682,movie,While Were Young,While Were Young,0,2014,\N,97,10000000.0,227688.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
tt1798243,movie,Rudderless,Rudderless,0,2014,\N,105,5000000.0,37440.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
tt1798603,movie,Bad Santa 2,Bad Santa 2,0,2016,\N,92,26000000.0,6176680.0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1798709,movie,Her,Her,0,2013,\N,126,23000000.0,260382.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
tt1800246,movie,That Awkward Moment,That Awkward Moment,0,2014,\N,94,8000000.0,8742109.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt1837664,movie,Sweet Dreams,Sweet Dreams,0,2013,\N,84,6000.0,1217.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
tt1837703,movie,The Fifth Estate,The Fifth Estate,0,2013,\N,128,28000000.0,1714000.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
tt1837709,movie,Winters Tale,Winters Tale,0,2014,\N,118,60000000.0,8007059.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
tt1839492,movie,Ruby Sparks,Ruby Sparks,0,2012,\N,104,8000000.0,140822.0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
tt1839596,movie,Rockstar,Rockstar,0,2011,\N,159,10920000.0,612235.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
tt1839642,movie,The Face of Love,The Face of Love,0,2013,\N,92,4000000.0,24660.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
tt1840309,movie,Divergent,Divergent,0,2014,\N,139,85000000.0,54607747.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
tt1840417,movie,The Words,The Words,0,2012,\N,102,6000000.0,4750894.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
tt1847713,movie,The Guillotines,Xue di zi,0,2012,\N,112,15000000.0,3296.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1850397,movie,The Loft,The Loft,0,2014,\N,108,14000000.0,2879000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
tt1853728,movie,Django Unchained,Django Unchained,0,2012,\N,165,100000000.0,30688000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
tt1855199,movie,End of Watch,End of Watch,0,2012,\N,109,7000000.0,13152683.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1869425,movie,Filly Brown,Filly Brown,0,2012,\N,80,427000.0,1478323.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
tt1907639,movie,Hardflip,Hardflip,0,2012,\N,112,1000000.0,49879.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1980209,movie,Pain & Gain,Pain & Gain,0,2013,\N,129,26000000.0,20244505.0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt1980959,movie,The Condemned,Los condenados,0,2012,\N,91,1500000.0,2511.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
tt1990181,movie,Brake,Brake,0,2012,\N,92,500000.0,4330.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tt2014168,movie,A Strange Brand of Happy,A Strange Brand of Happy,0,2013,\N,95,500000.0,100956.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt2058107,movie,The Railway Man,The Railway Man,0,2013,\N,116,18000000.0,61845.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
tt2058673,movie,Point Break,Point Break,0,2015,\N,114,105000000.0,9805000.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
tt2063781,movie,Smashed,Smashed,0,2012,\N,81,500000.0,26943.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt2069784,movie,Greedy Lying Bastards,Greedy Lying Bastards,0,2012,\N,90,1500000.0,45000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt2101441,movie,Spring Breakers,Spring Breakers,0,2012,\N,94,5000000.0,263002.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt2103254,movie,Tammy,Tammy,0,2014,\N,97,20000000.0,21577049.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
tt2179136,movie,American Sniper,American Sniper,0,2014,\N,133,58800000.0,89269067.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt2243537,movie,A Haunted House,A Haunted House,0,2013,\N,86,2500000.0,18101682.0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
tt2312718,movie,Homefront,Homefront,0,2013,\N,100,22000000.0,6915241.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt2319580,movie,The Grand Seduction,The Grand Seduction,0,2013,\N,113,12700000.0,323743.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt2321549,movie,The Babadook,The Babadook,0,2014,\N,93,2000000.0,30007.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
tt2322441,movie,Fifty Shades of Grey,Fifty Shades of Grey,0,2015,\N,125,40000000.0,94395000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
tt2325977,movie,Strangerland,Strangerland,0,2015,\N,112,10000000.0,17472.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
tt2326574,movie,The Identical,The Identical,0,2014,\N,107,16000000.0,1587137.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
tt2331100,movie,Walk with Me,Walk with Me,0,2017,\N,88,800000.0,9932.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt2333784,movie,The Expendables 3,The Expendables 3,0,2014,\N,126,90000000.0,15879645.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tt2333804,movie,The Zero Theorem,The Zero Theorem,0,2013,\N,107,8500000.0,83803.0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
tt2334649,movie,Fruitvale Station,Fruitvale Station,0,2013,\N,85,900000.0,386291.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
tt2334871,movie,Snatched,Snatched,0,2017,\N,90,42000000.0,19542248.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt2334873,movie,Blue Jasmine,Blue Jasmine,0,2013,\N,98,18000000.0,612064.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt2334879,movie,White House Down,White House Down,0,2013,\N,131,150000000.0,24852258.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
tt2339741,movie,The Woman in Black 2: Angel of Death,The Woman in Black 2: Angel of Death,0,2014,\N,98,15000000.0,15027415.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
tt2342301,movie,Over My Dead Body,Si-che-ga Dol-a-wass-da,0,2012,\N,110,2600000.0,2137929.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt2343793,movie,Third Person,Third Person,0,2013,\N,137,28000000.0,38856.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
tt2345112,movie,Parkland,Parkland,0,2013,\N,93,10000000.0,310246.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
tt2345555,movie,Gibsonburg,Gibsonburg,0,2013,\N,90,204000.0,73500.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
tt2345737,movie,The Rover,The Rover,0,2014,\N,103,8500000.0,69302.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt2350496,movie,The Lunchbox,Dabba,0,2013,\N,104,1000000.0,44542.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
tt2357129,movie,Jobs,Jobs,0,2013,\N,128,12000000.0,6713900.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt2358456,movie,I Am Big Bird: The Caroll Spinney Story,I Am Big Bird: The Caroll Spinney Story,0,2014,\N,86,100000.0,10000.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt2363471,movie,The Summit,The Summit,0,2012,\N,95,1000000.0,20904.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt2364841,movie,Runner Runner,Runner Runner,0,2013,\N,88,30000000.0,7706712.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tt2369047,movie,Horses of God,Les chevaux de Dieu,0,2012,\N,115,3000000.0,2251.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt2436682,movie,The Duel,The Duel,0,2016,\N,110,10000000.0,4500.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
tt2461150,movie,Masterminds,Masterminds,0,2016,\N,95,25000000.0,6541205.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt2467442,movie,K2: Siren of the Himalayas,K2: Siren of the Himalayas,0,2012,\N,75,210000.0,1421.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tt2671706,movie,Fences,Fences,0,2016,\N,139,24000000.0,11600170.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tt2717822,movie,Blackhat,Blackhat,0,2015,\N,133,70000000.0,4415000.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
tt2734806,movie,Ethereal Everlasting,Ethereal Everlasting,0,2011,\N,90,75000.0,19680.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
tt2908446,movie,Insurgent,Insurgent,0,2015,\N,119,110000000.0,52263680.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
tt2908856,movie,My Old Lady,My Old Lady,0,2014,\N,107,5000000.0,124680.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
tt2910814,movie,The Signal,The Signal,0,2014,\N,97,4000000.0,155642.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
tt2911342,movie,Dragon Nest: Warriors Dawn,Dragon Nest: Warriors Dawn,0,2014,\N,88,40000000.0,5690000.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
